,index,Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,avg_salary
3664,4071,Data Engineer (remote),$57K-$80K ,3.3,Thrivent,"Fort Worth, TX","Minneapolis, MN",5001 to 10000 employees,1902,Nonprofit Organization,Insurance Carriers,Insurance,68500.0
3665,4075,GENERAL PHYSICAL SCIENTIST,$47K-$84K ,3.8,U.S. Navy,"Fort Worth, TX","San Diego, CA",1001 to 5000 employees,1775,Government,Federal Agencies,Government,65500.0
3666,4076,Data Analyst - SM,$47K-$84K ,3.8,Vastika,"Irving, TX","Irving, TX",1 to 50 employees,NA,Company - Private,"Health, Beauty, & Fitness",Consumer Services,65500.0
3667,4080,Data Analyst - Intelligent Automation,$47K-$84K ,4.2,Prudent Technologies & Consulting,"Fort Worth, TX","Dallas, TX",51 to 200 employees,1998,Company - Private,IT Services,Information Technology,65500.0
3668,4081,+ Global Process Data Analyst,$47K-$84K ,4.7,InfoQuest Consulting Group,"Fort Worth, TX","Edison, NJ",1 to 50 employees,NA,Company - Private,Computer Hardware & Software,Information Technology,65500.0
3669,4085,Data Engineer,$47K-$84K ,3.3,NT Concepts,"Fort Worth, TX","Vienna, VA",501 to 1000 employees,1998,Company - Private,IT Services,Information Technology,65500.0
3670,4086,Business Intelligence Analyst,$47K-$84K ,3.1,FHLB of Dallas,"Irving, TX","Irving, TX",201 to 500 employees,1932,Company - Private,Banks & Credit Unions,Finance,65500.0
3671,4087,Medical Lab Scientist-PRN,$47K-$84K ,4.0,JPS Health Network,"Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,1877,Nonprofit Organization,Health Care Services & Hospitals,Health Care,65500.0
3672,4088,(Risk Data Analyst),$47K-$84K ,4.8,System Soft Technologies,"Fort Worth, TX","Tampa, FL",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,65500.0
3673,4089,Machine Learning/Data Engineer,$47K-$84K ,3.4,NTT DATA,"Irving, TX","Tokyo, Japan",10000+ employees,1967,Company - Public,IT Services,Information Technology,65500.0
3674,4090,Medical Laboratory Scientist Core Lab Weekend Nights,$47K-$84K ,4.0,JPS Health Network,"Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,1877,Nonprofit Organization,Health Care Services & Hospitals,Health Care,65500.0
3675,4091,Data Engineer - Cognitive Computing,$47K-$84K ,2.9,Caris Life Sciences,"Irving, TX","Irving, TX",201 to 500 employees,NA,Company - Private,Research & Development,Business Services,65500.0
3676,4096,Medical Laboratory Scientist Micro Lab Days,$47K-$84K ,4.0,JPS Health Network,"Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,1877,Nonprofit Organization,Health Care Services & Hospitals,Health Care,65500.0
3677,4103,Database- Sr. Data Engineer,$39K-$71K ,4.7,"Quadrant, Inc.","Fort Worth, TX","Reston, VA",501 to 1000 employees,2002,Company - Private,Staffing & Outsourcing,Business Services,55000.0
3678,4105,System/Data Analyst,$39K-$71K ,3.5,L&T Infotech,"Irving, TX","Mumbai, India",10000+ employees,1997,Company - Public,IT Services,Information Technology,55000.0
3679,4109,(Data Risk Analyst: Data Modeler),$39K-$71K ,4.8,System Soft Technologies,"Fort Worth, TX","Tampa, FL",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,55000.0
3680,4110,Data Engineer - Secret Security Clearance Required,$39K-$71K ,NA,"Scuttlebutt Services, LLC","Fort Worth, TX","Houston, TX",Unknown,NA,Company - Private,Not Specified,Not Specified,55000.0
3681,4112,Business Analyst/Data Analyst,$39K-$71K ,3.7,eTeam Inc.,"Irving, TX","South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,55000.0
3682,4113,Client Data Analyst,$39K-$71K ,3.4,Mosaic Sales Solutions,"Irving, TX","Irving, TX",5001 to 10000 employees,1947,Company - Private,Advertising & Marketing,Business Services,55000.0
3683,4117,"Data Engineer Lead, Machine Learning",$39K-$71K ,5.0,BICP,"Fort Worth, TX","Carlsbad, CA",1 to 50 employees,2009,Company - Private,IT Services,Information Technology,55000.0
3684,4133,Senior Data Analyst,$55K-$98K ,2.8,Ho Chunk,"Arlington, TX","Winnebago, NE",201 to 500 employees,1995,Company - Private,Convenience Stores & Truck Stops,"Restaurants, Bars & Food Services",76500.0
3685,4137,Big Data Engineer,$55K-$98K ,NA,Node.Digital LLC,"Arlington, TX","Leesburg, VA",1 to 50 employees,NA,Company - Public,Not Specified,Not Specified,76500.0
3686,4152,Big Data Engineer,$55K-$98K ,3.9,Diverse Lynx,"Irving, TX","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,76500.0
3687,4153,BI Data Analyst / Specialist,$55K-$98K ,3.6,"Global Technical Talent, LLC","Westlake, TX","Portsmouth, NH",501 to 1000 employees,1999,Company - Private,IT Services,Information Technology,76500.0
3688,4154,Data Engineer with Pyspark,$55K-$98K ,4.1,Sysmind LLC,"Irving, TX","Princeton Junction, NJ",51 to 200 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,76500.0
3689,4155,"Associate Director, Data Science",$55K-$98K ,3.6,Humana,"Irving, TX","Louisville, KY",10000+ employees,1961,Company - Public,Insurance Carriers,Insurance,76500.0
3690,4157,Kafka Data Engineer (remote),$55K-$98K ,3.3,Thrivent,"Fort Worth, TX","Minneapolis, MN",5001 to 10000 employees,1902,Nonprofit Organization,Insurance Carriers,Insurance,76500.0
3691,4161,"Sr Professional, Data Engineer",$55K-$98K ,3.0,CoreLogic,"Irving, TX","Irvine, CA",5001 to 10000 employees,2010,Company - Public,IT Services,Information Technology,76500.0
3692,4162,Cloud Data Engineer,$55K-$98K ,2.2,Cash Store,"Irving, TX","Irving, TX",1001 to 5000 employees,1996,Company - Private,Lending,Finance,76500.0
3693,4163,Data Engineer/Irving TX/6+ months Contract,$100K-$172K ,NA,"Suncap Technology, Inc.","Irving, TX",-1,-1,NA,-1,Not Specified,Not Specified,136000.0
3694,4164,"Principal,Software/ Data Engineer",$100K-$172K ,3.0,CoreLogic,"Irving, TX","Irvine, CA",5001 to 10000 employees,2010,Company - Public,IT Services,Information Technology,136000.0
3695,4165,Data Modeler (Healthcare Claims),$100K-$172K ,3.2,Net2Source,"Irving, TX","Somerset, NJ",1001 to 5000 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,136000.0
3696,4166,Arlington Data Science Tutor Jobs,$100K-$172K ,4.2,Varsity Tutors,"Arlington, TX","Saint Louis, MO",201 to 500 employees,2007,Company - Private,Internet,Information Technology,136000.0
3697,4167,Business Analyst/Data Consultant,$100K-$172K ,3.8,Apex Systems,"Irving, TX","Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,136000.0
3698,4168,Sr. Data Engineer,$100K-$172K ,3.0,Photon Infotech,"Irving, TX","Chennai, India",1001 to 5000 employees,1999,Company - Private,IT Services,Information Technology,136000.0
3699,4169,Web Analytics Manager,$100K-$172K ,3.1,Ace Cash Express,"Irving, TX","Irving, TX",1001 to 5000 employees,1968,Company - Private,Lending,Finance,136000.0
3700,4170,Hadoop Developer / Big Data Engineer / senior Data Engineer,$100K-$172K ,4.0,"Object Technology Solutions, Inc.","Irving, TX","Overland Park, KS",51 to 200 employees,1999,Company - Private,IT Services,Information Technology,136000.0
3701,4171,Sr. Big Data Engineer,$100K-$172K ,3.7,Cincinnati Bell Technology Solutions,"Irving, TX","Cincinnati, OH",501 to 1000 employees,NA,Company - Private,IT Services,Information Technology,136000.0
3702,4172,Senior. Data Engineer - Informatica,$100K-$172K ,3.6,Charles Schwab Corporation,"Westlake, TX","San Francisco, CA",10000+ employees,1973,Company - Public,Investment Banking & Asset Management,Finance,136000.0
3703,4173,Sr Data Engineer,$100K-$172K ,3.0,Photon Infotech,"Irving, TX","Chennai, India",1001 to 5000 employees,1999,Company - Private,IT Services,Information Technology,136000.0
3704,4174,Sr. Data Engineer,$100K-$172K ,2.9,"Hilltop Holdings, Inc.","Irving, TX","Dallas, TX",1001 to 5000 employees,1998,Company - Public,Banks & Credit Unions,Finance,136000.0
3705,4175,Sr. Big data Ebgineer,$100K-$172K ,3.9,Diverse Lynx,"Irving, TX","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,136000.0
3706,4176,"Director, Network Optimization & Data Sciences",$100K-$172K ,3.2,"7-Eleven, Inc.","Irving, TX","Dallas, TX",10000+ employees,1927,Subsidiary or Business Segment,Other Retail Stores,Retail,136000.0
3707,4177,Senior Developer - Data Engineer |,$100K-$172K ,3.0,Photon Infotech,"Irving, TX","Chennai, India",1001 to 5000 employees,1999,Company - Private,IT Services,Information Technology,136000.0
3708,4178,Federal - Data Engineer - Senior,$100K-$172K ,4.2,Solekai Systems Corp,"Irving, TX","San Diego, CA",1 to 50 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,136000.0
3709,4179,Erwin Data Modeler,$100K-$172K ,NA,Callibus Inc,"Irving, TX",-1,-1,NA,-1,Not Specified,Not Specified,136000.0
3710,4180,Cloud Data Engineer,$100K-$172K ,2.5,Cottonwood Financial,"Irving, TX","Irving, TX",1001 to 5000 employees,1996,Company - Private,Lending,Finance,136000.0
3711,4181,Cyber Security Research Scientist 3 - Sr. Application Pentester,$100K-$172K ,3.6,Wells Fargo,"Irving, TX","San Francisco, CA",10000+ employees,1852,Company - Public,Banks & Credit Unions,Finance,136000.0
3712,4182,Digital SW Eng Lead/Data Engineer,$100K-$172K ,3.4,TECHNOCRAFT Solutions,"Irving, TX","Hilliard, OH",1 to 50 employees,NA,Company - Private,Advertising & Marketing,Business Services,136000.0
3713,4183,Grand Prairie Data Science Tutor Jobs,$100K-$172K ,4.2,Varsity Tutors,"Grand Prairie, TX","Saint Louis, MO",201 to 500 employees,2007,Company - Private,Internet,Information Technology,136000.0
3714,4184,Full Stack Data Engineer Irving AVP/C12,$100K-$172K ,3.8,Citibank,"Irving, TX","Irving, TX",1001 to 5000 employees,NA,Company - Private,Lending,Finance,136000.0
3715,4185,Claims Data Analyst,$100K-$172K ,4.0,Lightbeam Health Solutions,"Irving, TX","Irving, TX",51 to 200 employees,NA,Company - Private,Health Care Services & Hospitals,Health Care,136000.0
3716,4186,IT Data Engineer,$100K-$172K ,NA,Incendia Partners,"Irving, TX","Framingham, MA",1 to 50 employees,2002,Company - Private,Staffing & Outsourcing,Business Services,136000.0
3717,4187,Web Analytics Manager,$100K-$172K ,3.5,Populus Financial Group,"Irving, TX","Irving, TX",1001 to 5000 employees,NA,Company - Private,Lending,Finance,136000.0
3718,4188,Senior Data Engineer with Kafka-Yarn-Spark-HDFS and HIVE,$100K-$172K ,3.8,Terminal Contacts LLC,"Irving, TX","Chennai, India",1 to 50 employees,NA,Company - Private,IT Services,Information Technology,136000.0
3719,4189,"Big Data Engineer/Tech Lead,",$100K-$172K ,3.9,Diverse Lynx,"Irving, TX","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,136000.0
3720,4190,Big Data Engineer/Tech Lead,$100K-$172K ,3.9,Diverse Lynx,"Irving, TX","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,136000.0
3721,4191,Big Data Engineer/Spark Expert/ Tech Lead,$100K-$172K ,3.9,Diverse Lynx,"Irving, TX","Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,136000.0
3722,4192,Sr. Data Architect (contract-to-hire),$100K-$172K ,NA,RedRiver Systems L.L.C.,"Irving, TX",-1,-1,NA,-1,Not Specified,Not Specified,136000.0
3723,4193,Senior Big Data Engineer,$93K-$103K ,3.8,HMS Holdings,"Irving, TX","Irving, TX",1001 to 5000 employees,1974,Company - Public,Health Care Services & Hospitals,Health Care,98000.0
3724,4194,Senior Big Data Engineer,$93K-$103K ,3.6,Charles Schwab Corporation,"Westlake, TX","San Francisco, CA",10000+ employees,1973,Company - Public,Investment Banking & Asset Management,Finance,98000.0
3725,4195,Azure Data Engineer,$93K-$103K ,3.5,Tek Leaders,"Irving, TX","Plano, TX",501 to 1000 employees,2016,Company - Private,IT Services,Information Technology,98000.0
3726,4196,Irving Data Science Tutor Jobs,$93K-$103K ,4.2,Varsity Tutors,"Irving, TX","Saint Louis, MO",201 to 500 employees,2007,Company - Private,Internet,Information Technology,98000.0
3727,4197,Senior Big Data Engineer,$93K-$103K ,3.8,IDC Technologies,"Irving, TX","Milpitas, CA",1001 to 5000 employees,2003,Company - Private,IT Services,Information Technology,98000.0
3728,4198,Senior Cloud Data Engineer,$93K-$103K ,2.2,Cash Store,"Irving, TX","Irving, TX",1001 to 5000 employees,1996,Company - Private,Lending,Finance,98000.0
3729,4199,Senior Big Data Engineer,$93K-$103K ,2.5,"Health Management Systems, Inc.","Irving, TX","Tifton, GA",201 to 500 employees,1983,Company - Private,Consulting,Business Services,98000.0
3730,4200,Senior Cloud Data Engineer,$93K-$103K ,2.5,Cottonwood Financial,"Irving, TX","Irving, TX",1001 to 5000 employees,1996,Company - Private,Lending,Finance,98000.0
3731,4201,Senior Big Data Engineer,$93K-$103K ,3.5,HMS,"Irving, TX","Conflans-Sainte-Honorine, France",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,98000.0
3732,4202,Data Scientist,$100K-$163K ,4.2,Upstart,"Columbus, OH","San Mateo, CA",201 to 500 employees,2012,Company - Private,Lending,Finance,131500.0
3733,4203,Data Scientist (Analytics),$100K-$163K ,4.2,Upstart,"Columbus, OH","San Mateo, CA",201 to 500 employees,2012,Company - Private,Lending,Finance,131500.0
3734,4204,Machine Learning Engineer,$100K-$163K ,4.2,Upstart,"Columbus, OH","San Mateo, CA",201 to 500 employees,2012,Company - Private,Lending,Finance,131500.0
3735,4205,Senior Data Scientist,$100K-$163K ,4.2,Upstart,"Columbus, OH","San Mateo, CA",201 to 500 employees,2012,Company - Private,Lending,Finance,131500.0
3736,4206,Junior Data Scientist,$100K-$163K ,3.1,Battelle,"Columbus, OH","Columbus, OH",10000+ employees,1929,Nonprofit Organization,Research & Development,Business Services,131500.0
3737,4207,Data Scientist *,$100K-$163K ,3.8,Root Insurance,"Columbus, OH","Columbus, OH",501 to 1000 employees,2015,Company - Private,Insurance Carriers,Insurance,131500.0
3738,4208,Research Scientist,$100K-$163K ,3.9,The Ohio State University Wexner Medical Center,"Columbus, OH","Columbus, OH",10000+ employees,1916,Hospital,Health Care Services & Hospitals,Health Care,131500.0
3739,4209,Data Scientist/Modeler,$100K-$163K ,3.1,Battelle,"Columbus, OH","Columbus, OH",10000+ employees,1929,Nonprofit Organization,Research & Development,Business Services,131500.0
3740,4210,Data Scientist/Engineer,$100K-$163K ,4.9,Seamless AI,"Columbus, OH","Columbus, OH",1 to 50 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,131500.0
3741,4211,Data Scientist,$100K-$163K ,3.1,Battelle,"Columbus, OH","Columbus, OH",10000+ employees,1929,Nonprofit Organization,Research & Development,Business Services,131500.0
3742,4212,Data Analyst,$100K-$163K ,3.5,Olive,"Columbus, OH","Columbus, OH",201 to 500 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,131500.0
3743,4213,Forensic Genomics Research Scientist,$100K-$163K ,3.1,Battelle,"Columbus, OH","Columbus, OH",10000+ employees,1929,Nonprofit Organization,Research & Development,Business Services,131500.0
3744,4214,Data Scientist,$100K-$163K ,3.8,Dash Technologies Inc,"Columbus, OH","Columbus, OH",1 to 50 employees,NA,Unknown,Not Specified,Not Specified,131500.0
3745,4215,Data Science Manager,$100K-$163K ,4.2,Upstart,"Columbus, OH","San Mateo, CA",201 to 500 employees,2012,Company - Private,Lending,Finance,131500.0
3746,4216,Data Scientist,$100K-$163K ,3.1,CAS,"Columbus, OH","Columbus, OH",1001 to 5000 employees,1907,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,131500.0
3747,4217,Marketing Data Scientist,$100K-$163K ,3.3,DSW,"Columbus, OH","Columbus, OH",10000+ employees,1969,Company - Public,"Department, Clothing, & Shoe Stores",Retail,131500.0
3748,4218,Federal - Data Scientist,$100K-$163K ,4.2,Solekai Systems Corp,"Columbus, OH","San Diego, CA",1 to 50 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,131500.0
3749,4219,Data Scientist II,$100K-$163K ,3.1,Battelle,"Columbus, OH","Columbus, OH",10000+ employees,1929,Nonprofit Organization,Research & Development,Business Services,131500.0
3750,4220,Data Scientist,$100K-$163K ,3.6,Kognetics,"Gahanna, OH","New York, NY",1 to 50 employees,NA,Company - Private,Not Specified,Not Specified,131500.0
3751,4221,"Data Scientist/Programmer, Sr. Analyst - Abbott Nutrition - Columbus, OH",$100K-$163K ,3.6,Abbott Laboratories,"Columbus, OH","Abbott Park, IL",10000+ employees,1888,Company - Public,Health Care Services & Hospitals,Health Care,131500.0
3752,4222,Data Scientist Sr. Associate - SALES SCIENCE,$100K-$163K ,3.9,JPMorgan Chase & Co.,"Columbus, OH","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,131500.0
3753,4223,Data Analyst,$100K-$163K ,3.6,ROSEN USA,"Columbus, OH","Stans, Switzerland",201 to 500 employees,NA,Company - Private,Oil & Gas Services,"Oil, Gas, Energy & Utilities",131500.0
3754,4224,"Scientist/Engineer, Process & Formulations",$100K-$163K ,4.1,Scotts Miracle-Gro,"Columbus, OH","Marysville, OH",5001 to 10000 employees,1868,Company - Public,Consumer Products Manufacturing,Manufacturing,131500.0
3755,4225,"Data Scientist, Analytics Architecture",$100K-$163K ,4.8,Immuta,"Columbus, OH","College Park, MD",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,131500.0
3756,4226,Research Scientist,$100K-$163K ,4.2,The Ohio State University,"Columbus, OH","Columbus, OH",10000+ employees,1870,College / University,Colleges & Universities,Education,131500.0
3757,4227,Research Scientist - Data Science and Risk Analysis,$100K-$163K ,4.8,Immuta,"Columbus, OH","College Park, MD",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,131500.0
3758,4228,Data Scientist Associate Sr (DADS06) CCB ML & AI,$100K-$163K ,3.9,JPMorgan Chase,"Columbus, OH","New York, NY",10000+ employees,1799,Company - Public,Investment Banking & Asset Management,Finance,131500.0
3759,4229,Data Scientist,$100K-$163K ,2.5,"Avacend, Inc.","Columbus, OH","Alpharetta, GA",51 to 200 employees,NA,Company - Private,Staffing & Outsourcing,Business Services,131500.0
